,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
25970,4145.17941,0.36,0.26,105354.05,0.08,0,1,12,0.35,1,5,1,0,1,2,0,0
35274,10563.10361,0.17,0.33,95011.4,0.13,0,1,12,0.35,0,5,0,0,0,1,0,1
27045,18172.58323,0.2,0.26,138415.95,0.09,0,1,12,0.35,0,5,0,1,0,1,1,0
45365,9942.319618000001,0.32,0.31,104821.0,0.07,0,0,12,0.3,0,5,0,0,0,2,1,1
596,11332.51019,0.32,0.29,122640.0,0.11,0,0,12,0.3,0,0,1,1,0,1,1,0
27952,1502.9587980000001,0.28,0.31,91038.5,0.08,0,1,12,0.35,2,5,1,1,0,1,0,0
45379,6439.9652909999995,0.24,0.32,60524.595,0.11,0,2,12,0.38,0,5,0,0,0,1,1,1
29288,8898.687490999999,0.28,0.29,95458.0,0.11,0,0,12,0.3,0,5,1,0,0,1,0,0
58954,5317.663689,0.27,0.29,110229.45,0.1,0,1,12,0.35,1,5,1,0,0,1,1,1
25088,1005.846759,0.26,0.32,54136.89,0.08,0,2,12,0.38,2,5,0,0,0,0,1,0
17937,5274.353829,0.27,0.33,72809.235,0.07,0,2,12,0.38,1,5,1,0,0,1,1,1
34174,8497.029421,0.24,0.41,92871.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
1991,10139.0229,0.2,0.3,71327.52,0.19,0,2,12,0.38,0,5,0,0,0,1,1,0
31573,8642.462757,0.2,0.36,94263.0,0.09,0,0,12,0.3,0,5,0,0,0,2,1,0
28324,1579.027205,0.27,0.26,77726.34,0.1,0,2,12,0.38,2,5,0,0,0,1,1,0
21302,2492.468859,0.21,0.28,114440.04,0.12,0,2,12,0.38,2,5,1,0,0,1,1,2
25938,627.091604,0.18,0.29,24460.695,0.12,0,2,12,0.38,2,5,0,0,0,1,1,0
4923,10105.754640000001,0.2,0.18,70384.455,0.18,0,2,12,0.38,0,5,0,0,0,1,1,0
35837,6570.067322999999,0.24,0.31,139930.0,0.09,0,0,12,0.3,1,5,0,0,0,1,1,2
14242,1244.449227,0.17,0.34,61525.8,0.08,0,2,12,0.38,2,5,0,0,0,1,1,0
28071,11662.40674,0.25,0.28,97383.55,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
28340,10292.498529999999,0.2,0.29,101192.0,0.09,0,0,12,0.3,0,5,0,0,1,1,1,0
55001,2105.57454,0.3,0.23,122191.0,0.09,0,0,12,0.3,2,5,1,0,0,2,1,0
10042,7675.394351999999,0.31,0.21,61790.85,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
25994,5897.81361,0.32,0.31,64588.6,0.1,0,1,12,0.35,0,5,1,0,0,1,1,1
49114,5324.186591,0.26,0.16,40865.58,0.13,0,2,12,0.38,0,5,1,0,1,1,1,2
41429,12093.307340000001,0.3,0.25,116941.0,0.09,0,0,12,0.3,0,5,0,1,0,1,1,0
55457,7605.3222590000005,0.29,0.32,75646.6,0.07,0,1,12,0.35,0,5,0,0,0,1,1,2
38425,628.9951035,0.05,0.43,42762.825,0.11,0,2,12,0.38,2,5,0,1,0,1,1,2
45888,8139.256387,0.21,0.11,115094.97,0.11,0,2,12,0.38,1,5,0,0,1,1,1,1
38155,11939.31942,0.26,0.26,103967.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,1
42726,9694.998982,0.26,0.29,91169.0,0.12,0,0,6,0.3,0,5,0,0,0,1,1,0
12018,1786.0157530000001,0.27,0.28,94706.0,0.11,0,0,12,0.3,2,5,0,0,0,2,1,2
51042,1620.5359720000001,0.18,0.31,79086.55,0.07,0,1,12,0.35,2,5,0,0,0,2,1,0
22710,2314.314556,0.24,0.23,121947.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,1
10829,14305.39449,0.21,0.31,111847.68,0.1,0,2,12,0.38,0,5,1,0,0,1,1,1
15491,2209.163728,0.24,0.38,120452.4,0.1,0,1,12,0.35,2,5,0,0,1,1,1,1
43797,18098.85924,0.16,0.29,158820.05,0.08,0,1,12,0.35,0,5,0,0,0,1,1,0
40780,4447.75104,0.28,0.24,43400.0,0.14,0,0,12,0.3,0,5,0,0,0,1,1,1
46871,15465.02864,0.32,0.3,149237.4,0.07,0,1,12,0.35,0,5,1,0,0,0,1,0
44084,8830.905646,0.28,0.32,88398.0,0.08,0,0,12,0.3,0,5,1,0,0,2,1,0
56847,7889.823945,0.24,0.3,73353.87,0.09,0,2,12,0.38,0,5,0,1,0,2,0,0
10869,1486.6634279999998,0.24,0.36,94248.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,0
54964,9888.85361,0.27,0.33,135245.61,0.08,0,2,12,0.38,1,5,0,0,0,2,1,2
1377,12874.06533,0.15,0.36,111701.0,0.1,0,0,12,0.3,0,1,0,0,0,1,0,0
35782,2312.555459,0.05,0.32,115855.92,0.06,0,2,12,0.38,2,5,1,0,1,1,1,0
35905,11749.61649,0.05,0.33,79395.3,0.09,0,2,12,0.38,0,5,0,0,1,2,1,0
50767,2076.940703,0.25,0.28,101461.9,0.12,0,1,12,0.35,2,5,0,0,0,1,1,2
36598,1917.4286670000001,0.05,0.26,99227.88,0.14,0,2,12,0.38,2,5,0,0,0,1,1,1
45052,1991.552752,0.2,0.28,104046.85,0.08,0,1,12,0.35,2,5,1,1,1,1,1,1
43852,4698.980068,0.22,0.38,46772.775,0.12,0,2,12,0.38,0,5,0,1,0,1,1,0
41375,9613.811165000001,0.22,0.22,86653.0,0.11,0,0,12,0.3,0,5,0,0,0,2,1,2
29000,4679.976482,0.2,0.29,94473.0,0.11,0,0,12,0.3,1,5,1,0,1,2,1,0
13282,11205.535170000001,0.26,0.32,106187.0,0.11,0,0,12,0.3,0,5,1,1,0,1,1,2
12216,1896.995393,0.28,0.25,101036.3,0.13,0,1,12,0.35,2,5,1,0,0,1,1,0
29744,9385.757478,0.25,0.29,77348.05,0.12,0,1,12,0.35,0,5,0,0,0,1,1,0
41982,5391.710991,0.21,0.25,79839.045,0.06,0,2,12,0.38,1,5,1,0,0,1,1,0
11836,797.1588464,0.19,0.4,50578.0,0.11,0,0,12,0.3,2,5,1,0,0,0,1,0
57515,6843.589631999999,0.15,0.28,120140.8,0.1,0,1,12,0.35,1,5,0,0,0,1,1,1
58813,569.9949672,0.28,0.38,36724.15,0.13,0,1,12,0.35,2,5,0,1,0,1,1,0
39455,5148.46224,0.27,0.33,131580.0,0.12,0,0,12,0.3,1,5,0,0,1,1,1,2
27068,2341.975756,0.28,0.31,50787.0,0.13,0,0,12,0.3,1,5,0,1,1,0,1,1
13799,17080.290680000002,0.19,0.31,136548.25,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
38056,2640.826188,0.05,0.35,128611.665,0.12,0,2,12,0.38,2,5,0,0,0,1,1,0
57698,9342.178915999999,0.13,0.21,107208.45,0.08,0,2,12,0.38,1,5,1,0,0,2,1,0
3553,4518.18049,0.05,0.22,142411.65,0.21,0,1,12,0.35,2,5,1,0,0,1,0,2
36585,17016.04867,0.22,0.18,139232.95,0.08,0,1,12,0.35,0,5,0,0,0,2,1,0
24646,768.1125601,0.28,0.27,44433.0,0.13,0,0,12,0.3,2,5,1,0,0,1,1,0
29647,3055.311972,0.22,0.28,153596.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,1
12718,4855.672119,0.25,0.32,48048.15,0.12,0,1,12,0.35,0,5,1,1,0,2,1,1
23144,13032.71125,0.19,0.43,123872.4,0.12,0,1,12,0.35,0,5,1,1,1,1,1,2
49237,8759.636969,0.23,0.33,73028.115,0.09,0,2,12,0.38,0,5,1,0,1,1,1,0
4687,13869.030219999999,0.05,0.29,98491.25,0.18,0,1,12,0.35,0,5,0,1,0,1,1,2
6309,3520.7691990000003,0.29,0.26,85287.0,0.1,0,0,12,0.3,1,5,1,1,1,1,1,0
5840,1692.6436370000001,0.24,0.41,116400.0,0.11,0,0,12,0.3,2,5,0,0,1,1,1,0
15919,2158.207409,0.26,0.21,115476.0,0.09,0,0,12,0.3,2,5,1,1,1,1,1,0
13475,1255.846298,0.25,0.31,57685.995,0.07,0,2,12,0.38,2,5,1,0,0,1,1,0
56687,2004.2380649999998,0.23,0.25,91552.45,0.12,0,1,12,0.35,2,5,1,0,0,1,1,2
45882,7882.560467,0.3,0.38,108411.435,0.12,0,2,12,0.38,1,5,1,1,0,2,1,0
18553,3151.703357,0.23,0.26,66579.8,0.08,0,1,12,0.35,1,5,0,0,1,0,1,0
16939,1872.869259,0.28,0.3,56219.1,0.09,1,1,12,0.35,0,4,0,0,0,1,1,0
46781,2150.982281,0.25,0.35,113358.75,0.1,0,1,12,0.35,2,5,1,0,0,1,1,1
50297,6678.687086,0.21,0.28,149440.0,0.1,0,0,12,0.3,1,5,1,0,0,1,0,2
51399,8432.800778,0.28,0.36,90516.285,0.09,0,2,12,0.38,0,5,1,0,0,2,1,1
56110,10206.21759,0.22,0.37,99940.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
28013,1738.243256,0.3,0.19,68399.145,0.14,0,2,12,0.38,2,5,0,0,0,1,1,0
10919,7312.484651999999,0.31,0.3,65115.945,0.09,0,2,12,0.38,0,5,1,0,1,1,1,0
38295,2440.989086,0.27,0.36,144689.0,0.12,0,0,6,0.3,2,5,1,0,0,1,1,0
13317,6874.940993000001,0.25,0.3,55810.125,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
35562,6887.6521060000005,0.25,0.29,67071.9,0.09,0,1,12,0.35,0,5,0,1,0,1,1,2
54173,8761.202593,0.27,0.28,73033.245,0.07,0,2,12,0.38,0,5,1,0,1,1,1,0
52616,1925.780698,0.18,0.25,79724.95,0.11,0,1,12,0.35,2,5,1,0,1,1,1,0
5868,9621.371726000001,0.28,0.33,88312.95,0.11,0,1,12,0.35,0,5,1,1,0,1,1,0
16081,1778.2757829999998,0.33,0.3,110640.0,0.09,0,0,12,0.3,2,5,1,0,0,1,1,1
48803,1396.7409460000001,0.22,0.2,63195.0,0.09,0,0,12,0.3,2,5,1,1,0,2,0,0
12802,5859.224413,0.21,0.41,131577.85,0.08,0,1,12,0.35,1,5,1,1,1,1,0,2
10221,14803.855430000001,0.27,0.25,148275.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,1
39910,808.0687101,0.36,0.31,53577.15,0.11,0,1,12,0.35,2,5,1,0,0,1,0,0
41678,3656.051879,0.22,0.32,75599.0,0.11,0,0,12,0.3,1,5,0,0,1,1,1,0
52850,10556.759559999999,0.21,0.3,94421.925,0.09,0,2,12,0.38,0,5,1,1,1,2,1,1
28330,9975.770371999999,0.25,0.4,92792.295,0.12,0,2,12,0.38,0,5,0,0,0,2,1,0
10412,896.4769413999999,0.3,0.34,54081.0,0.11,0,0,12,0.3,2,5,0,0,1,1,1,2
10820,549.5091639,0.24,0.33,25652.565,0.07,0,2,12,0.38,2,5,0,0,0,1,1,0
36841,4984.060763,0.24,0.35,51694.0,0.08,0,0,12,0.3,0,5,0,0,1,2,1,0
28463,14224.001240000001,0.22,0.29,131599.0,0.08,0,0,12,0.3,0,5,0,0,0,1,1,0
35183,4226.608061,0.25,0.21,36550.0,0.08,0,0,12,0.3,0,5,1,0,1,1,1,1
14579,5901.736870000001,0.35,0.34,65014.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,1
15865,7303.189947,0.28,0.34,85044.0,0.1,0,0,12,0.3,0,5,1,0,0,2,1,0
40960,8152.793609,0.32,0.24,78750.63,0.08,0,2,12,0.38,0,5,0,1,0,2,1,0
9745,12133.2623,0.24,0.35,138429.0,0.08,0,0,12,0.3,0,5,0,1,0,1,1,1
18607,8863.430583,0.2,0.29,80181.9,0.1,0,1,12,0.35,0,5,1,1,1,0,0,0
38164,14124.89796,0.17,0.22,121839.0,0.09,0,0,12,0.3,0,5,0,0,1,0,0,1
53088,2669.447775,0.21,0.31,48990.55,0.13,0,1,12,0.35,1,5,1,0,0,1,1,2
26719,2132.544249,0.21,0.22,39814.5,0.13,0,1,12,0.35,1,5,1,0,0,1,1,1
34302,1990.3036550000002,0.27,0.28,98894.43,0.12,0,2,12,0.38,2,5,1,0,0,1,1,2
13911,3584.5373,0.27,0.38,89274.0,0.08,0,0,12,0.3,1,5,1,0,1,1,1,0
50133,5838.335749,0.3,0.27,117414.3,0.1,0,1,12,0.35,1,5,1,0,1,1,1,2
30240,1659.533782,0.24,0.39,82025.28,0.11,0,2,12,0.38,2,5,1,0,1,1,1,0
10135,7735.863485,0.26,0.36,74274.8,0.13,0,1,12,0.35,0,5,1,0,0,1,1,2
5178,12465.3344,0.2,0.36,121372.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,2
41369,13742.18947,0.22,0.15,103469.535,0.08,0,1,6,0.38,0,5,0,0,0,1,1,0
57372,14057.79841,0.32,0.2,136505.5,0.07,0,1,12,0.35,0,5,1,0,0,0,1,0
27438,1819.8195269999999,0.29,0.25,98402.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,1
22370,3992.3856990000004,0.32,0.35,44270.19,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
12315,11418.402320000001,0.16,0.27,81715.2,0.12,0,0,6,0.35,0,5,1,0,0,2,1,0
45790,2238.595395,0.26,0.18,102820.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,0
33615,10613.52742,0.22,0.29,84859.7,0.11,0,0,6,0.35,0,5,0,0,0,2,1,0
30347,7185.669272,0.21,0.18,120268.1,0.09,0,1,12,0.35,1,5,1,1,0,1,0,0
16333,7997.052456,0.2,0.26,63275.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
31711,16439.0115,0.28,0.26,148464.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
23338,9432.472569,0.27,0.25,81419.0,0.12,0,0,12,0.3,0,5,1,0,1,1,1,0
3527,14921.041280000001,0.2,0.41,142026.615,0.2,0,2,12,0.38,0,5,1,0,1,1,1,1
27725,2090.876974,0.23,0.22,87331.41,0.06,0,1,6,0.38,2,5,0,0,0,0,0,0
5709,4867.079373,0.26,0.35,49551.0,0.13,0,0,12,0.3,0,5,0,0,0,2,1,1
49533,2474.477775,0.16,0.24,111479.65,0.13,0,1,12,0.35,2,5,1,0,0,1,1,0
28882,11512.19419,0.28,0.39,127311.21,0.11,0,2,12,0.38,0,5,0,0,0,1,1,2
17092,1934.873418,0.33,0.24,69114.4,0.13,1,1,12,0.35,1,4,1,0,0,1,1,1
18499,3313.5808859999997,0.22,0.23,65202.3,0.1,0,1,12,0.35,1,5,1,0,0,0,0,1
1197,9514.971755,0.2,0.29,111728.835,0.2,0,2,12,0.38,1,5,1,1,0,1,1,0
21815,8957.844525,0.23,0.36,78181.2,0.09,0,2,12,0.38,0,5,0,0,1,0,1,0
13775,5132.699616,0.27,0.24,95074.1,0.1,0,1,12,0.35,1,5,0,0,0,1,0,2
47833,6108.7459659999995,0.29,0.26,53822.25,0.11,0,1,12,0.35,0,5,1,1,0,2,1,2
37842,1361.16221,0.25,0.4,84310.6,0.06,0,1,12,0.35,2,5,0,0,1,1,1,2
34902,1637.240351,0.21,0.29,84047.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,0
27813,969.4215273,0.31,0.29,61896.0,0.09,0,0,12,0.3,2,5,0,0,0,2,0,0
30945,6129.421961,0.32,0.35,77441.0,0.09,0,0,12,0.3,0,5,1,1,0,2,1,0
29170,7025.507354,0.31,0.34,99806.715,0.1,0,2,12,0.38,1,5,0,1,0,1,1,0
41193,8154.673643000001,0.2,0.35,69243.885,0.11,0,2,12,0.38,0,5,1,0,1,2,1,2
47155,10871.387509999999,0.14,0.29,78131.8,0.12,0,1,12,0.35,0,5,0,0,0,1,1,1
33187,13391.38089,0.3,0.3,119594.835,0.12,0,2,12,0.38,0,5,1,0,0,0,1,0
49337,5675.055429999999,0.28,0.39,144315.0,0.09,0,0,12,0.3,1,5,0,0,0,1,1,0
57532,14490.5383,0.17,0.3,118929.0,0.11,0,0,12,0.3,0,2,1,0,1,2,0,0
8200,15852.413840000001,0.36,0.26,158186.0,0.12,0,0,12,0.3,0,5,1,0,1,1,1,0
8188,14692.89191,0.22,0.33,155577.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,2
25770,1007.9252359999999,0.31,0.3,48694.815,0.09,0,2,12,0.38,2,5,1,1,0,1,0,1
17648,2036.928951,0.27,0.36,123895.0,0.13,0,0,12,0.3,2,5,0,1,0,0,1,2
54790,1855.7854129999998,0.24,0.3,102135.45,0.11,0,1,12,0.35,2,5,0,1,0,1,0,1
51768,11537.2649,0.25,0.34,113181.0,0.09,0,0,12,0.3,0,5,1,0,1,2,1,0
32224,1824.4705079999999,0.27,0.22,82321.3,0.1,0,1,12,0.35,2,5,0,0,0,1,0,1
41983,8239.867265,0.29,0.26,75464.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,1
15542,14616.118999999999,0.26,0.15,102890.7,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
53121,2921.431593,0.25,0.33,58679.6,0.12,0,1,12,0.35,1,5,1,0,0,1,1,0
27957,1830.0768600000001,0.26,0.27,96271.0,0.08,0,0,12,0.3,2,5,0,0,1,1,1,0
7687,4789.402884,0.36,0.32,74028.465,0.09,0,2,12,0.38,1,5,1,1,1,1,1,2
58997,8106.750467,0.25,0.4,76778.145,0.1,0,2,12,0.38,0,5,0,0,0,1,1,1
56724,8151.3372739999995,0.27,0.28,76708.035,0.09,0,2,12,0.38,0,5,1,0,1,1,1,0
19149,4376.825492,0.3,0.37,49927.0,0.1,0,0,12,0.3,0,5,1,0,1,1,0,0
58869,5049.964506,0.26,0.24,104846.0,0.09,0,0,12,0.3,1,2,1,0,0,1,1,2
6377,1838.0329920000001,0.25,0.38,91397.79,0.1,0,2,12,0.38,2,5,1,0,0,1,1,1
37874,14006.333669999998,0.31,0.2,126494.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,0
35041,1828.393731,0.2,0.33,88443.1,0.09,0,1,12,0.35,2,5,1,1,0,1,1,0
16850,6960.422778,0.25,0.28,99190.45,0.12,1,1,12,0.35,0,4,1,0,0,2,1,1
18006,1562.680331,0.19,0.33,68447.025,0.07,0,2,12,0.38,2,5,0,0,0,1,1,1
34517,7816.671569,0.16,0.28,144349.0,0.09,0,0,12,0.3,1,5,0,0,0,0,0,1
2255,11641.95428,0.2,0.36,94444.155,0.18,0,2,12,0.38,0,5,1,1,0,1,0,0
4089,4042.4971920000003,0.29,0.34,97242.0,0.08,0,0,12,0.3,1,5,1,0,0,0,1,0
34771,932.9136314,0.28,0.31,42267.78,0.13,0,2,12,0.38,2,5,0,0,0,1,1,1
16361,605.2788036000001,0.26,0.32,30903.5,0.1,0,1,12,0.35,2,5,1,0,0,1,0,2
24878,8994.25053,0.31,0.26,87815.0,0.11,0,0,12,0.3,0,5,0,0,0,2,1,2
30176,12402.10498,0.25,0.26,102644.65,0.07,0,1,12,0.35,0,5,1,0,0,1,1,1
15878,2000.957709,0.27,0.34,123830.6,0.09,0,1,12,0.35,2,5,1,0,0,1,1,0
38215,2957.7286670000003,0.31,0.34,82661.0,0.1,0,0,12,0.3,1,5,1,0,0,1,1,2
6283,13625.5326,0.32,0.32,155656.55,0.07,0,1,12,0.35,0,5,1,1,1,0,1,1
7365,1497.599265,0.33,0.24,74212.1,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
37752,15305.057019999998,0.26,0.2,123280.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,0
12099,2554.8504420000004,0.26,0.32,139714.0,0.13,0,0,6,0.3,2,5,0,0,0,1,0,0
50846,3833.1465590000003,0.26,0.32,42933.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
19275,8946.155347,0.21,0.28,86249.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
41667,3131.1494,0.26,0.25,151533.55,0.1,0,1,12,0.35,2,5,0,0,0,0,1,1
6671,2205.25173,0.25,0.28,118371.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,1
41877,1559.4525230000002,0.3,0.32,74400.39,0.12,0,2,12,0.38,2,5,1,0,1,1,1,0
57052,10374.70009,0.2,0.31,90437.0,0.1,0,0,12,0.3,0,2,0,0,0,2,1,2
57041,8387.484891,0.25,0.38,80594.2,0.1,0,1,12,0.35,0,5,1,0,0,2,1,0
58389,1516.2301519999999,0.34,0.3,14402.0,0.12,0,1,12,0.35,0,5,0,0,0,1,0,0
5532,12346.00785,0.3,0.25,132539.0,0.08,0,0,12,0.3,0,5,0,1,0,1,1,2
17331,7150.982953,0.28,0.22,134360.4,0.12,0,1,12,0.35,1,5,0,0,1,1,1,0
35611,9605.81762,0.05,0.2,96484.185,0.13,0,2,12,0.38,1,5,0,0,0,1,1,0
43553,3391.151086,0.18,0.23,123068.7,0.11,0,2,12,0.38,2,5,1,0,0,2,0,0
20944,1226.364536,0.33,0.35,68072.535,0.1,0,2,12,0.38,2,5,1,0,1,2,1,1
4336,9621.504885,0.18,0.39,107417.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
24336,1266.77494,0.34,0.24,11284.1,0.1,0,1,12,0.35,0,5,1,0,1,1,1,0
26832,2478.561873,0.26,0.3,150752.0,0.08,0,0,12,0.3,2,5,0,0,0,1,1,0
18629,3932.8413979999996,0.21,0.39,54149.715,0.14,0,2,12,0.38,1,5,1,0,1,1,1,0
31987,7336.496276999999,0.27,0.31,80598.0,0.1,0,0,12,0.3,0,5,1,0,0,2,1,0
23951,15768.5022,0.22,0.27,129717.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,1
30888,2529.3868199999997,0.32,0.25,143756.0,0.1,0,0,12,0.3,2,5,1,1,0,1,1,0
39707,13688.61326,0.05,0.26,87554.565,0.09,0,2,12,0.38,0,5,1,0,0,1,1,2
44202,5620.244025999999,0.33,0.29,60707.85,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
40122,16615.99391,0.05,0.24,99899.055,0.08,0,2,12,0.38,0,5,0,0,0,1,0,0
13620,2072.067192,0.22,0.33,116090.0,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
24936,6644.47501,0.2,0.29,60108.4,0.1,0,1,12,0.35,0,5,0,0,1,1,0,1
26686,9781.264313,0.26,0.36,92280.15,0.1,0,0,6,0.35,0,5,0,0,0,1,1,0
9598,8329.849608,0.2,0.3,63976.23,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
40710,11107.238790000001,0.22,0.28,103507.25,0.08,0,1,12,0.35,0,5,0,1,0,2,1,1
6721,11486.75791,0.17,0.3,88090.65,0.1,0,2,12,0.38,0,5,0,0,0,1,1,1
48568,4833.035937,0.26,0.22,36971.91,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
39794,14280.44782,0.05,0.3,103370.355,0.12,0,2,12,0.38,0,5,1,0,0,1,1,2
20229,14186.997609999999,0.27,0.25,122459.0,0.12,0,0,12,0.3,0,5,1,0,0,2,1,0
16099,9093.524751,0.33,0.25,86293.0,0.11,0,0,12,0.3,0,5,0,0,0,1,0,1
9126,3606.515979,0.26,0.33,49495.095,0.11,0,2,12,0.38,1,5,1,0,0,1,1,2
37900,2377.7025320000002,0.05,0.28,99993.96,0.12,0,2,12,0.38,2,5,1,0,0,2,1,2
39298,2073.805027,0.17,0.31,97261.0,0.1,0,1,12,0.35,2,5,1,1,0,2,1,0
11719,7215.725895999999,0.24,0.33,78415.0,0.1,0,0,12,0.3,0,5,1,0,0,0,0,0
21621,1515.405182,0.28,0.32,71568.63,0.1,0,2,12,0.38,2,5,1,1,0,1,1,1
558,11192.069609999999,0.2,0.35,83390.715,0.21,0,2,12,0.38,0,5,0,0,1,1,0,0
4904,9137.564548999999,0.05,0.24,118237.0,0.21,0,1,12,0.35,1,5,1,0,1,1,1,1
25327,1290.436948,0.27,0.29,78442.0,0.08,0,0,12,0.3,2,5,1,0,0,1,1,0
20703,4637.93466,0.24,0.24,95766.65,0.09,0,1,12,0.35,1,5,1,1,0,1,1,2
46664,12291.03145,0.23,0.39,109533.195,0.12,0,2,12,0.38,0,5,0,0,0,1,1,1
57268,6547.432638,0.21,0.34,55602.55,0.11,0,1,12,0.35,0,5,1,0,1,1,1,2
47669,9740.885031,0.27,0.26,82596.42,0.07,0,2,12,0.38,0,5,1,0,0,1,1,1
10773,5900.776892,0.33,0.45,87811.0,0.11,0,0,12,0.3,0,5,1,1,0,1,1,2
21081,8125.739925,0.27,0.33,86149.8,0.09,0,1,12,0.35,0,5,0,0,0,2,0,0
26355,1138.217558,0.3,0.23,52479.045,0.07,0,2,12,0.38,2,5,0,0,0,1,0,0
7283,2137.943728,0.24,0.36,122504.0,0.11,0,0,12,0.3,2,5,1,0,0,2,1,0
52181,10511.242240000001,0.28,0.26,108185.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
41373,6936.991870999999,0.2,0.25,61198.05,0.08,0,0,6,0.35,1,5,0,1,0,1,1,2
5783,13594.81726,0.24,0.29,109275.84,0.13,0,2,12,0.38,0,5,0,0,0,1,1,0
53964,5619.144104,0.35,0.34,84739.905,0.1,0,2,12,0.38,1,5,0,0,0,1,0,0
7360,8364.893866,0.22,0.3,104175.765,0.11,0,2,12,0.38,1,5,1,0,1,1,1,0
17051,13732.540280000001,0.25,0.22,100963.53,0.09,0,2,12,0.38,0,5,1,0,1,1,1,0
16951,4880.487591,0.19,0.37,114065.55,0.09,0,1,12,0.35,1,5,1,0,1,0,1,1
1028,11339.345640000001,0.25,0.32,99776.0,0.12,0,0,12,0.3,0,1,1,0,0,2,0,2
58888,2756.9225300000003,0.23,0.27,144911.1,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
50188,2016.1029859999999,0.31,0.36,107519.67,0.08,0,2,12,0.38,2,5,1,0,0,1,1,0
43761,1623.074745,0.24,0.18,76255.55,0.11,0,1,12,0.35,2,5,1,0,0,2,0,0
11214,6002.897946,0.32,0.27,54528.1,0.09,0,1,12,0.35,0,5,1,0,0,1,1,2
12002,12828.78906,0.26,0.23,112391.46,0.08,0,1,6,0.38,0,5,1,1,0,1,1,0
54585,7747.656434999999,0.29,0.3,74335.0,0.11,0,0,12,0.3,0,5,1,0,0,1,0,2
4955,6661.951167,0.27,0.33,76768.0,0.08,0,0,6,0.3,0,5,1,0,0,1,0,0
38380,13441.93746,0.2,0.2,97225.85,0.11,0,1,12,0.35,0,5,0,0,0,1,1,1
43839,2243.2533489999996,0.27,0.26,104783.1,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
24143,17113.7951,0.25,0.21,140260.0,0.09,0,0,12,0.3,0,5,1,0,1,1,1,0
28182,2344.003656,0.22,0.3,106425.65,0.14,0,1,12,0.35,2,5,1,0,0,1,1,2
39201,1715.378159,0.28,0.32,100882.0,0.11,0,0,12,0.3,2,5,1,1,0,1,0,2
27021,2746.519698,0.25,0.26,125994.7,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
46089,10693.88827,0.23,0.29,95789.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
17404,7827.011222,0.29,0.3,68916.42,0.12,0,2,12,0.38,0,5,0,0,0,1,0,0
18836,9360.25247,0.27,0.42,99405.72,0.09,0,2,12,0.38,0,5,1,0,0,1,1,0
15498,7204.181546,0.21,0.27,87016.77,0.13,1,2,12,0.38,1,5,1,0,1,2,1,0
32037,2989.83069,0.23,0.31,44581.41,0.08,0,2,12,0.38,1,5,1,0,1,2,1,0
