HAS_CLAIMED_IN_NEXT_12_MONTHS,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
0,6041.028044,0.23,0.32,66253.0,0.06,0,0,12,0.3,0,5,0,0,0,1,1,0
0,6180.436383,0.23,0.32,62940.35,0.06,0,1,12,0.35,0,5,0,0,0,1,1,0
0,5831.540781,0.23,0.32,56646.315,0.06,0,2,12,0.38,0,5,0,0,0,1,1,0
0,13678.38167,0.34,0.28,137258.0,0.11,0,0,12,0.3,0,5,0,1,0,2,1,0
0,13994.03664,0.34,0.28,130395.1,0.11,0,1,12,0.35,0,5,0,1,0,2,1,0
0,13204.0507,0.34,0.28,117355.59,0.11,0,2,12,0.38,0,5,0,1,0,2,1,0
0,13469.46501,0.22,0.22,105570.0,0.11,0,0,12,0.3,0,5,0,0,1,1,1,2
0,13780.29882,0.22,0.22,100291.5,0.11,0,1,12,0.35,0,5,0,0,1,1,1,2
0,13002.37872,0.22,0.22,90262.35,0.11,0,2,12,0.38,0,5,0,0,1,1,1,2
0,3076.885812,0.22,0.26,58996.0,0.1,0,0,12,0.3,1,5,1,0,0,1,1,0
0,3147.890869,0.22,0.26,56046.2,0.1,0,1,12,0.35,1,5,1,0,0,1,1,0
0,4013.766692,0.22,0.26,50441.58,0.1,0,2,12,0.38,1,5,1,0,0,1,1,0
0,1689.255517,0.27,0.3,93941.0,0.13,0,0,12,0.3,2,5,1,0,0,1,1,1
0,1744.164537,0.27,0.3,89243.95,0.13,0,1,12,0.35,2,5,1,0,0,1,1,1
0,1744.164537,0.27,0.3,80319.555,0.13,0,2,12,0.38,2,5,1,0,0,1,1,1
0,1566.185975,0.24,0.27,79700.0,0.09,0,0,12,0.3,2,5,1,1,1,1,0,2
0,1620.165412,0.24,0.27,75715.0,0.09,0,1,12,0.35,2,5,1,1,1,1,0,2
0,1620.165412,0.24,0.27,68143.5,0.09,0,2,12,0.38,2,5,1,1,1,1,0,2
0,3930.765258,0.13,0.31,36905.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,1
0,4021.475225,0.13,0.31,35059.75,0.08,0,1,12,0.35,0,5,1,0,0,1,1,1
0,3794.456462,0.13,0.31,31553.775,0.08,0,2,12,0.38,0,5,1,0,0,1,1,1
0,2389.911258,0.24,0.33,130810.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,0
0,2485.366293,0.24,0.33,124269.5,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
0,2485.366293,0.24,0.33,111842.55,0.11,0,2,12,0.38,2,5,1,0,0,1,1,0
0,13050.16971,0.25,0.24,130244.0,0.07,0,0,12,0.3,0,5,1,0,0,1,0,1
0,13351.32747,0.25,0.24,123731.8,0.07,0,1,12,0.35,0,5,1,0,0,1,0,1
0,12597.6235,0.25,0.24,111358.62,0.07,0,2,12,0.38,0,5,1,0,0,1,1,1
0,1526.382,0.28,0.35,41510.0,0.1,0,0,12,0.3,1,5,1,0,0,1,1,0
0,1561.6062,0.28,0.35,39434.5,0.1,0,1,12,0.35,1,5,1,0,0,1,1,0
0,2266.84771,0.28,0.35,35491.05,0.1,0,2,12,0.38,1,5,1,0,0,1,1,0
0,2076.306284,0.14,0.24,98656.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2073.330211,0.14,0.24,93723.2,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2073.330211,0.14,0.24,84350.88,0.1,0,2,12,0.38,2,5,0,0,0,1,1,0
0,7030.819343,0.21,0.16,121482.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,2
0,7193.06902,0.21,0.16,115407.9,0.11,0,1,12,0.35,1,5,0,0,0,1,1,2
0,8079.772229,0.21,0.16,103867.11,0.11,0,2,12,0.38,1,5,0,0,0,1,1,2
0,8301.034059,0.24,0.31,74809.0,0.12,0,0,12,0.3,0,5,1,0,0,1,0,0
0,8492.596384,0.24,0.31,71068.55,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
0,8013.17562,0.24,0.31,63961.695,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
0,15944.80719,0.21,0.32,147968.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,2
0,16312.76428,0.21,0.32,140569.6,0.11,0,1,12,0.35,0,5,1,0,0,1,1,2
0,15391.88243,0.21,0.32,126512.64,0.11,0,2,12,0.38,0,5,1,0,0,1,1,2
0,6172.985481,0.23,0.4,62586.0,0.13,0,0,12,0.3,0,5,0,0,0,1,0,0
0,6315.438992,0.23,0.4,59456.7,0.13,0,1,12,0.35,0,5,0,0,0,1,1,0
0,5958.922275,0.23,0.4,53511.03,0.13,0,2,12,0.38,0,5,0,0,0,1,1,0
0,5687.14146,0.31,0.35,68915.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,2
0,5818.383186,0.31,0.35,65469.25,0.12,0,1,12,0.35,0,5,1,0,0,1,1,2
0,5489.926071,0.31,0.35,58922.325,0.12,0,2,12,0.38,0,5,1,0,0,1,1,2
0,2902.651714,0.25,0.24,58920.0,0.1,0,0,12,0.3,1,5,1,0,1,2,1,0
0,2969.635985,0.25,0.24,55974.0,0.1,0,1,12,0.35,1,5,1,0,1,2,1,0
0,3686.835847,0.25,0.24,50376.6,0.1,0,2,12,0.38,1,5,1,0,1,2,1,0
0,13367.94831,0.24,0.28,118630.0,0.09,0,0,6,0.3,0,5,1,0,0,1,1,0
0,13676.43943,0.24,0.28,112698.5,0.09,0,0,6,0.35,0,5,1,0,0,1,1,0
0,12904.38237,0.24,0.28,101428.65,0.09,0,1,6,0.38,0,5,1,0,0,1,1,0
0,7528.597623,0.26,0.36,175930.0,0.1,0,0,12,0.3,1,5,1,0,0,1,1,0
0,7702.334491,0.26,0.36,167133.5,0.1,0,1,12,0.35,1,5,1,0,0,1,1,0
0,11355.50826,0.26,0.36,150420.15,0.1,0,2,12,0.38,1,5,1,0,0,1,1,0
0,10141.34179,0.35,0.32,114382.0,0.11,0,0,12,0.3,0,5,1,0,0,1,0,0
0,10375.37275,0.35,0.32,108662.9,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
0,9789.666224,0.35,0.32,97796.61,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,4059.06228,0.22,0.3,96369.0,0.08,0,0,12,0.3,1,5,1,0,0,1,1,1
0,4152.732948,0.22,0.3,91550.55,0.08,0,1,12,0.35,1,5,1,0,0,1,1,1
0,5597.577822,0.22,0.3,82395.495,0.08,0,2,12,0.38,1,5,1,0,0,1,1,1
0,11266.57547,0.2,0.27,107734.0,0.09,0,0,12,0.3,0,5,1,0,0,2,1,0
0,11526.57337,0.2,0.27,102347.3,0.09,0,1,12,0.35,0,5,1,0,0,2,1,0
0,10875.87971,0.2,0.27,92112.57,0.09,0,2,12,0.38,0,5,1,0,0,2,1,0
0,11517.20442,0.27,0.35,116794.0,0.1,0,0,12,0.3,0,5,0,0,1,1,0,0
0,11782.98606,0.27,0.35,110954.3,0.1,0,1,12,0.35,0,5,0,0,1,1,0,0
0,11117.81749,0.27,0.35,99858.87,0.1,0,2,12,0.38,0,5,0,0,1,1,1,0
0,1941.278597,0.24,0.26,96824.0,0.1,0,0,12,0.3,2,5,1,0,0,1,0,1
0,2013.534625,0.24,0.26,91982.8,0.1,0,1,12,0.35,2,5,1,0,0,1,0,1
0,2013.534625,0.24,0.26,82784.52,0.1,0,2,12,0.38,2,5,1,0,0,1,0,1
0,8978.809335,0.21,0.29,77027.0,0.1,0,0,12,0.3,0,5,0,0,1,1,1,2
0,9186.012627,0.21,0.29,73175.65,0.1,0,1,12,0.35,0,5,0,0,1,1,1,2
0,8667.447398,0.21,0.29,65858.085,0.1,0,2,12,0.38,0,5,0,0,1,1,1,2
0,2585.286283,0.28,0.29,27985.0,0.1,0,0,12,0.3,0,5,1,0,0,2,1,0
0,2644.946736,0.28,0.29,26585.75,0.1,0,1,12,0.35,0,5,1,0,0,2,1,0
0,2495.635226,0.28,0.29,23927.175,0.1,0,2,12,0.38,0,5,1,0,0,2,1,0
0,2077.931988,0.26,0.23,47273.0,0.08,0,0,12,0.3,1,5,0,0,0,1,1,0
0,2125.884265,0.26,0.23,44909.35,0.08,0,1,12,0.35,1,5,0,0,0,1,1,0
0,2605.032038,0.26,0.23,40418.415,0.08,0,2,12,0.38,1,5,0,0,0,1,1,0
0,375.932688,0.3,0.26,20098.0,0.12,0,0,12,0.3,2,5,1,0,0,1,1,1
0,391.9572563,0.3,0.26,19093.1,0.12,0,1,12,0.35,2,5,1,0,0,1,1,1
0,391.9572563,0.3,0.26,17183.79,0.12,0,2,12,0.38,2,5,1,0,0,1,1,1
0,8358.711543,0.2,0.35,78057.0,0.09,0,0,12,0.3,0,5,1,0,1,2,1,2
0,8551.604886,0.2,0.35,74154.15,0.09,0,1,12,0.35,0,5,1,0,1,2,1,2
0,8068.852998,0.2,0.35,66738.735,0.09,0,2,12,0.38,0,5,1,0,1,2,1,2
0,9598.130011,0.28,0.28,103394.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,0
0,9819.625318,0.28,0.28,98224.3,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
0,9265.291631,0.28,0.28,88401.87,0.09,0,2,12,0.38,0,5,1,0,0,1,1,0
0,3669.04395,0.3,0.22,84755.0,0.11,0,0,12,0.3,1,5,0,0,0,2,0,2
0,3753.714195,0.3,0.22,80517.25,0.11,0,1,12,0.35,1,5,0,0,0,2,1,2
0,4540.7833,0.3,0.22,72465.525,0.11,0,2,12,0.38,1,5,0,0,0,2,1,2
0,1369.63487,0.32,0.23,80660.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,1
0,1370.317104,0.32,0.23,76627.0,0.11,0,1,12,0.35,2,5,0,0,0,1,1,1
0,1370.317104,0.32,0.23,68964.3,0.11,0,2,12,0.38,2,5,0,0,0,1,1,1
0,5007.537831,0.23,0.31,105266.0,0.09,0,0,12,0.3,1,5,1,0,0,1,1,2
0,5123.096397,0.23,0.31,100002.7,0.09,0,1,12,0.35,1,5,1,0,0,1,1,2
0,7005.636728,0.23,0.31,90002.43,0.09,0,2,12,0.38,1,5,1,0,0,1,1,2
0,1927.7087,0.15,0.32,106622.0,0.06,0,0,12,0.3,2,5,0,0,0,1,1,0
0,1909.50488,0.15,0.32,101290.9,0.06,0,1,12,0.35,2,5,0,0,0,1,1,0
0,1909.50488,0.15,0.32,91161.81,0.06,0,2,12,0.38,2,5,0,0,0,1,1,0
0,7248.454667,0.26,0.34,76042.0,0.08,0,0,12,0.3,0,5,1,0,0,0,1,0
0,7415.726698,0.26,0.34,72239.9,0.08,0,1,12,0.35,0,5,1,0,0,0,1,0
0,6997.096965,0.26,0.34,65015.91,0.08,0,2,12,0.38,0,5,1,0,0,0,1,0
0,970.0328637,0.29,0.38,63873.0,0.1,0,0,12,0.3,2,5,0,0,1,1,1,0
0,994.4729336,0.29,0.38,60679.35,0.1,0,1,12,0.35,2,5,0,0,1,1,1,0
0,994.4729336,0.29,0.38,54611.415,0.1,0,2,12,0.38,2,5,0,0,1,1,1,0
0,2023.873652,0.23,0.25,97674.0,0.11,0,0,12,0.3,2,5,0,0,0,1,0,0
0,2104.708842,0.23,0.25,92790.3,0.11,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2104.708842,0.23,0.25,83511.27,0.11,0,2,12,0.38,2,5,0,0,0,1,1,0
0,5629.522886,0.24,0.23,103638.0,0.13,0,0,12,0.3,1,5,0,0,0,1,1,0
0,5759.434952,0.24,0.23,98456.1,0.13,0,1,12,0.35,1,5,0,0,0,1,1,0
0,7057.539688,0.24,0.23,88610.49,0.13,0,2,12,0.38,1,5,0,0,0,1,1,0
0,4093.891808,0.2,0.29,78343.0,0.12,0,0,12,0.3,1,5,0,0,0,1,1,2
0,4188.366234,0.2,0.29,74425.85,0.12,0,1,12,0.35,1,5,0,0,0,1,1,2
0,5566.093246,0.2,0.29,66983.265,0.12,0,2,12,0.38,1,5,0,0,0,1,1,2
0,6034.745439,0.26,0.35,64884.0,0.07,0,0,12,0.3,0,5,1,0,0,1,1,0
0,6174.008795,0.26,0.35,61639.8,0.07,0,1,12,0.35,0,5,1,0,0,1,1,0
0,5825.476041,0.26,0.35,55475.82,0.07,0,2,12,0.38,0,5,1,0,0,1,1,0
0,8844.60541,0.31,0.33,95376.0,0.11,0,0,12,0.3,0,5,0,0,0,0,1,2
0,9048.711688,0.31,0.33,90607.2,0.11,0,1,12,0.35,0,5,0,0,0,0,1,2
0,8537.897319,0.31,0.33,81546.48,0.11,0,2,12,0.38,0,5,0,0,0,0,1,2
0,8311.868657,0.23,0.38,93786.0,0.13,0,0,12,0.3,0,5,0,0,0,2,1,0
0,8503.681011,0.23,0.38,89096.7,0.13,0,1,12,0.35,0,5,0,0,0,2,1,0
0,8023.634502,0.23,0.38,80187.03,0.13,0,2,12,0.38,0,5,0,0,0,2,1,0
0,5450.93598,0.23,0.38,123010.0,0.13,0,0,12,0.3,1,5,0,0,0,1,0,0
0,5576.72681,0.23,0.38,116859.5,0.13,0,1,12,0.35,1,5,0,0,0,1,0,0
0,8486.954172,0.23,0.38,105173.55,0.13,0,2,12,0.38,1,5,0,0,0,1,0,0
0,1632.21156,0.3,0.3,97200.0,0.09,0,0,12,0.3,2,5,0,0,0,2,0,0
0,1669.251489,0.3,0.3,92340.0,0.09,0,1,12,0.35,2,5,0,0,0,2,0,0
0,1669.251489,0.3,0.3,83106.0,0.09,0,2,12,0.38,2,5,0,0,0,2,0,0
0,10040.74387,0.21,0.2,77148.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,1
0,10272.45334,0.21,0.2,73290.6,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
0,9692.556783,0.21,0.2,65961.54,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
0,4402.034878,0.33,0.34,49244.0,0.07,0,0,12,0.3,0,5,0,1,0,0,0,0
0,4503.620299,0.33,0.34,46781.8,0.07,0,1,12,0.35,0,5,0,1,0,0,0,0
0,4249.383669,0.33,0.34,42103.62,0.07,0,2,12,0.38,0,5,0,1,0,0,1,0
0,12186.40887,0.24,0.31,114956.0,0.07,0,0,12,0.3,0,5,1,0,1,1,0,1
0,12467.63369,0.24,0.31,109208.2,0.07,0,1,12,0.35,0,5,1,0,1,1,1,1
0,11763.81566,0.24,0.31,98287.38,0.07,0,2,12,0.38,0,5,1,0,1,1,1,1
0,4265.754405,0.24,0.49,118567.0,0.13,0,0,12,0.3,1,5,0,0,0,1,1,2
0,4364.194892,0.24,0.49,112638.65,0.13,0,1,12,0.35,1,5,0,0,0,1,1,2
0,8074.17461,0.24,0.49,101374.785,0.13,0,2,12,0.38,1,5,0,0,0,1,1,2
0,1430.0181,0.25,0.29,84000.0,0.09,0,0,12,0.3,2,5,1,0,0,2,1,1
0,1425.166615,0.25,0.29,79800.0,0.09,0,1,12,0.35,2,5,1,0,0,2,1,1
0,1425.166615,0.25,0.29,71820.0,0.09,0,2,12,0.38,2,5,1,0,0,2,1,1
0,1810.399272,0.33,0.24,102372.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,2
0,1860.48208,0.33,0.24,97253.4,0.11,0,1,12,0.35,2,5,1,0,0,1,1,2
0,1860.48208,0.33,0.24,87528.06,0.11,0,2,12,0.38,2,5,1,0,0,1,1,2
0,9078.083374,0.2,0.35,97491.0,0.09,0,0,12,0.3,0,5,1,0,1,1,1,1
0,9287.577606,0.2,0.35,92616.45,0.09,0,1,12,0.35,0,5,1,0,1,1,1,1
0,8763.27887,0.2,0.35,83354.805,0.09,0,2,12,0.38,0,5,1,0,1,1,1,1
0,1926.954852,0.28,0.32,122229.0,0.1,0,0,12,0.3,2,5,0,0,0,0,1,2
0,1924.192853,0.28,0.32,116117.55,0.1,0,1,12,0.35,2,5,0,0,0,0,1,2
0,1924.192853,0.28,0.32,104505.795,0.1,0,2,12,0.38,2,5,0,0,0,0,1,2
0,9634.271216,0.29,0.26,89044.0,0.09,0,0,12,0.3,0,5,1,0,0,2,1,2
0,9856.600552,0.29,0.26,84591.8,0.09,0,1,12,0.35,0,5,1,0,0,2,1,2
0,9300.179553,0.29,0.26,76132.62,0.09,0,2,12,0.38,0,5,1,0,0,2,1,2
0,3447.343821,0.25,0.33,87314.0,0.1,0,0,12,0.3,1,5,1,1,1,1,0,0
0,3526.89791,0.25,0.33,82948.3,0.1,0,1,12,0.35,1,5,1,1,1,1,1,0
0,4966.863931,0.25,0.33,74653.47,0.1,0,2,12,0.38,1,5,1,1,1,1,1,0
0,12299.81642,0.15,0.29,108822.0,0.14,0,0,12,0.3,0,5,1,1,0,2,1,1
0,12583.65834,0.15,0.29,103380.9,0.14,0,1,12,0.35,0,5,1,1,0,2,1,1
0,11873.29053,0.15,0.29,93042.81,0.14,0,2,12,0.38,0,5,1,1,0,2,1,1
0,32556.75342,0.27,0.26,130257.35,0.15,0,0,6,0.35,0,5,1,1,0,1,1,0
0,15534.63878,0.27,0.26,117231.615,0.15,0,1,6,0.38,0,5,1,1,0,1,1,0
0,2508.413133,0.3,0.36,81989.75,0.11,0,0,6,0.35,2,5,0,0,0,1,1,0
0,1254.518858,0.3,0.36,73790.775,0.11,0,1,6,0.38,2,5,0,0,0,1,1,0
0,1896.420429,0.25,0.32,47326.0,0.1,0,0,12,0.3,1,5,1,1,0,1,1,0
0,1940.183977,0.25,0.32,44959.7,0.1,0,1,12,0.35,1,5,1,1,0,1,1,0
0,2692.143327,0.25,0.32,40463.73,0.1,0,2,12,0.38,1,5,1,1,0,1,1,0
0,11091.26548,0.26,0.33,109636.0,0.08,0,0,12,0.3,0,5,1,0,0,2,1,0
0,11347.21776,0.26,0.33,104154.2,0.08,0,1,12,0.35,0,5,1,0,0,2,1,0
0,10706.64902,0.26,0.33,93738.78,0.08,0,2,12,0.38,0,5,1,0,0,2,1,0
0,5441.041131,0.34,0.2,56510.0,0.11,0,0,12,0.3,0,5,0,1,0,1,1,0
0,5566.603619,0.34,0.2,53684.5,0.11,0,1,12,0.35,0,5,0,1,0,1,1,0
0,5252.359866,0.34,0.2,48316.05,0.11,0,2,12,0.38,0,5,0,1,0,1,1,0
0,9834.529603,0.3,0.27,90953.0,0.12,0,0,12,0.3,0,5,0,0,0,2,1,0
0,10061.48029,0.3,0.27,86405.35,0.12,0,1,12,0.35,0,5,0,0,0,2,1,0
0,9493.493496,0.3,0.27,77764.815,0.12,0,2,12,0.38,0,5,0,0,0,2,1,0
0,5255.344748,0.27,0.29,134731.85,0.08,0,0,6,0.35,2,5,1,0,0,2,1,2
0,2668.638313,0.27,0.29,121258.665,0.08,0,1,6,0.38,2,5,1,0,0,2,1,2
0,1911.336742,0.22,0.16,82898.0,0.08,0,0,12,0.3,2,5,1,0,0,2,1,1
0,1971.87682,0.22,0.16,78753.1,0.08,0,1,12,0.35,2,5,1,0,0,2,1,1
0,1971.87682,0.22,0.16,70877.79,0.08,0,2,12,0.38,2,5,1,0,0,2,1,1
0,11860.66031,0.32,0.33,141484.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,0
0,12134.36786,0.32,0.33,134409.8,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
0,11449.36322,0.32,0.33,120968.82,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
0,3331.475388,0.2,0.38,76419.0,0.07,0,0,12,0.3,1,5,0,0,1,1,1,0
0,3408.355589,0.2,0.38,72598.05,0.07,0,1,12,0.35,1,5,0,0,1,1,1,0
0,5187.013579,0.2,0.38,65338.245,0.07,0,2,12,0.38,1,5,0,0,1,1,1,0
0,2309.410848,0.13,0.3,107062.0,0.09,0,0,12,0.3,2,5,1,0,0,1,1,1
0,2389.005928,0.13,0.3,101708.9,0.09,0,1,12,0.35,2,5,1,0,0,1,1,1
0,2389.005928,0.13,0.3,91538.01,0.09,0,2,12,0.38,2,5,1,0,0,1,1,1
0,15121.77711,0.13,0.2,104545.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,2
0,15470.7412,0.13,0.2,99317.75,0.1,0,1,12,0.35,0,5,1,0,0,1,1,2
0,14597.3929,0.13,0.2,89385.975,0.1,0,2,12,0.38,0,5,1,0,0,1,1,2
0,5840.045684,0.23,0.42,67001.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
0,5974.815969,0.23,0.42,63650.95,0.08,0,1,12,0.35,0,5,1,0,0,1,1,0
0,5637.52797,0.23,0.42,57285.855,0.08,0,2,12,0.38,0,5,1,0,0,1,1,0
0,11306.58193,0.24,0.31,102813.0,0.11,0,0,12,0.3,0,5,0,0,1,2,1,0
0,11567.50305,0.24,0.31,97672.35,0.11,0,1,12,0.35,0,5,0,0,1,2,1,0
0,10914.49885,0.24,0.31,87905.115,0.11,0,2,12,0.38,0,5,0,0,1,2,1,0
0,9856.257717,0.16,0.31,79654.0,0.13,0,0,12,0.3,0,5,1,0,0,0,1,2
0,10083.70982,0.16,0.31,75671.3,0.13,0,1,12,0.35,0,5,1,0,0,0,1,2
0,9514.468135,0.16,0.31,68104.17,0.13,0,2,12,0.38,0,5,1,0,0,0,1,2
0,4727.3457,0.3,0.3,121682.0,0.11,0,0,12,0.3,1,5,0,0,1,1,1,0
0,4836.438293,0.3,0.3,115597.9,0.11,0,1,12,0.35,1,5,0,0,1,1,1,0
0,6519.162215,0.3,0.3,104038.11,0.11,0,2,12,0.38,1,5,0,0,1,1,1,0
0,8166.877503,0.27,0.22,73489.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
0,8355.343907,0.27,0.22,69814.55,0.08,0,1,12,0.35,0,5,1,0,0,1,1,0
0,7883.671267,0.27,0.22,62833.095,0.08,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1705.708189,0.27,0.3,94240.0,0.09,0,0,12,0.3,2,5,1,0,1,1,1,0
0,1764.496333,0.27,0.3,89528.0,0.09,0,1,12,0.35,2,5,1,0,1,1,1,0
0,1764.496333,0.27,0.3,80575.2,0.09,0,2,12,0.38,2,5,1,0,1,1,1,0
0,13267.90813,0.2,0.26,108832.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,1
0,13574.09062,0.2,0.26,103390.4,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
0,12807.81131,0.2,0.26,93051.36,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
0,11157.56911,0.27,0.36,119056.0,0.11,0,0,12,0.3,0,5,1,0,1,1,0,2
0,11415.05148,0.27,0.36,113103.2,0.11,0,1,12,0.35,0,5,1,0,1,1,0,2
0,10770.65341,0.27,0.36,101792.88,0.11,0,2,12,0.38,0,5,1,0,1,1,0,2
0,1502.20102,0.3,0.23,77676.0,0.11,0,0,12,0.3,2,5,0,0,0,2,1,0
0,1562.200173,0.3,0.23,73792.2,0.11,0,1,12,0.35,2,5,0,0,0,2,1,0
0,1562.200173,0.3,0.23,66412.98,0.11,0,2,12,0.38,2,5,0,0,0,2,1,0
0,11818.10524,0.21,0.26,101696.0,0.1,0,0,12,0.3,0,5,0,0,0,2,1,0
0,12090.83074,0.21,0.26,96611.2,0.1,0,1,12,0.35,0,5,0,0,0,2,1,0
0,11408.28384,0.21,0.26,86950.08,0.1,0,2,12,0.38,0,5,0,0,0,2,1,0
0,2003.640077,0.27,0.29,107056.0,0.12,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2089.047566,0.27,0.29,101703.2,0.12,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2089.047566,0.27,0.29,91532.88,0.12,0,2,12,0.38,2,5,0,0,0,1,1,0
0,10090.80822,0.27,0.26,96604.0,0.07,0,0,12,0.3,0,5,1,0,0,1,1,1
0,10323.67302,0.27,0.26,91773.8,0.07,0,1,12,0.35,0,5,1,0,0,1,1,1
0,9740.885031,0.27,0.26,82596.42,0.07,0,2,12,0.38,0,5,1,0,0,1,1,1
0,10157.06412,0.26,0.23,99545.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,2
0,10391.45791,0.26,0.23,94567.75,0.09,0,1,12,0.35,0,5,1,0,0,1,1,2
0,9804.843349,0.26,0.23,85110.975,0.09,0,2,12,0.38,0,5,1,0,0,1,1,2
0,7145.400767,0.25,0.22,68841.0,0.08,0,0,6,0.3,0,5,1,0,0,1,1,0
0,7310.294631,0.25,0.22,65398.95,0.08,0,0,6,0.35,0,5,1,0,0,1,1,0
0,6897.616708,0.25,0.22,58859.055,0.08,0,1,6,0.38,0,5,1,0,0,1,1,0
0,7705.055689,0.17,0.37,83825.0,0.07,0,0,12,0.3,0,5,1,0,0,1,0,1
0,7882.864666,0.17,0.37,79633.75,0.07,0,1,12,0.35,0,5,1,0,0,1,0,1
0,7437.864241,0.17,0.37,71670.375,0.07,0,2,12,0.38,0,5,1,0,0,1,0,1
0,11535.45773,0.27,0.32,128591.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,0
0,11801.6606,0.27,0.32,122161.45,0.1,0,1,12,0.35,0,5,0,1,0,1,1,0
0,11135.43782,0.27,0.32,109945.305,0.1,0,2,12,0.38,0,5,0,1,0,1,1,0
0,7092.11624,0.3,0.41,95024.0,0.1,0,0,12,0.3,0,5,1,0,1,1,1,0
0,7255.780461,0.3,0.41,90272.8,0.1,0,1,12,0.35,0,5,1,0,1,1,1,0
0,6846.179951,0.3,0.41,81245.52,0.1,0,2,12,0.38,0,5,1,0,1,1,1,0
0,2435.415444,0.2,0.23,114597.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2496.775967,0.2,0.23,108867.15,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2496.775967,0.2,0.23,97980.435,0.1,0,2,12,0.38,2,5,0,0,0,1,1,0
0,7534.794768,0.23,0.35,84070.0,0.09,0,0,12,0.3,0,5,1,0,0,1,0,1
0,7708.674647,0.23,0.35,79866.5,0.09,0,1,12,0.35,0,5,1,0,0,1,0,1
0,7273.50753,0.23,0.35,71879.85,0.09,0,2,12,0.38,0,5,1,0,0,1,0,1
0,3224.542299,0.16,0.21,132873.0,0.14,0,0,12,0.3,2,5,0,0,0,1,1,0
0,3378.983367,0.16,0.21,126229.35,0.14,0,1,12,0.35,2,5,0,0,0,1,1,0
0,3378.983367,0.16,0.21,113606.415,0.14,0,2,12,0.38,2,5,0,0,0,1,1,0
0,15300.13619,0.24,0.29,131650.0,0.14,0,0,12,0.3,0,5,1,0,1,1,0,1
0,15653.21625,0.24,0.29,125067.5,0.14,0,1,12,0.35,0,5,1,0,1,1,1,1
0,14769.56695,0.24,0.29,112560.75,0.14,0,2,12,0.38,0,5,1,0,1,1,1,1
0,13230.14566,0.2,0.25,105146.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,13535.45671,0.2,0.25,99888.7,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
0,12771.35835,0.2,0.25,89899.83,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,5881.977165,0.33,0.33,71854.0,0.11,0,0,12,0.3,0,5,1,0,0,2,1,0
0,6017.7151,0.33,0.33,68261.3,0.11,0,1,12,0.35,0,5,1,0,0,2,1,0
0,5678.005376,0.33,0.33,61435.17,0.11,0,2,12,0.38,0,5,1,0,0,2,1,0
0,1356.0269,0.21,0.38,81885.0,0.07,0,0,12,0.3,2,5,1,1,0,2,1,0
0,1379.875302,0.21,0.38,77790.75,0.07,0,1,12,0.35,2,5,1,1,0,2,1,0
